Feature1,Feature2
0.4967141530112327,-0.13826430117118466
0.6476885381006925,1.5230298564080254
-0.23415337472333597,-0.23413695694918055
1.5792128155073915,0.7674347291529088
-0.4694743859349521,0.5425600435859647
-0.46341769281246226,-0.46572975357025687
0.24196227156603412,-1.913280244657798
-1.7249178325130328,-0.5622875292409727
-1.0128311203344238,0.3142473325952739
-0.9080240755212109,-1.4123037013352915
1.465648768921554,-0.22577630048653566
0.06752820468792384,-1.4247481862134568
-0.5443827245251827,0.11092258970986608
-1.1509935774223028,0.37569801834567196
-0.600638689918805,-0.2916937497932768
-0.6017066122293969,1.8522781845089378
-0.013497224737933921,-1.0577109289559004
0.822544912103189,-1.2208436499710222
0.2088635950047554,-1.9596701238797756
-1.3281860488984305,0.19686123586912352
0.7384665799954104,0.1713682811899705
-0.11564828238824053,-0.3011036955892888
-1.4785219903674274,-0.7198442083947086
-0.4606387709597875,1.0571222262189157
0.3436182895684614,-1.763040155362734
0.324083969394795,-0.38508228041631654
-0.6769220003059587,0.6116762888408679
1.030999522495951,0.9312801191161986
-0.8392175232226385,-0.3092123758512146
0.33126343140356396,0.9755451271223592
-0.47917423784528995,-0.18565897666381712
-1.1063349740060282,-1.1962066240806708
0.812525822394198,1.356240028570823
-0.07201012158033385,1.0035328978920242
0.36163602504763415,-0.6451197546051243
0.36139560550841393,1.5380365664659692
-0.03582603910995154,1.5646436558140062
-2.6197451040897444,0.8219025043752238
0.08704706823817122,-0.29900735046586746
0.0917607765355023,-1.9875689146008928
-0.21967188783751193,0.3571125715117464
1.477894044741516,-0.5182702182736474
-0.8084936028931876,-0.5017570435845365
0.9154021177020741,0.32875110965968446
-0.5297602037670388,0.5132674331133561
0.09707754934804039,0.9686449905328892
-0.7020530938773524,-0.3276621465977682
-0.39210815313215763,-1.4635149481321186
0.29612027706457605,0.26105527217988933
0.00511345664246089,-0.23458713337514692
-1.4153707420504142,-0.42064532276535904
-0.3427145165267695,-0.8022772692216189
-0.16128571166600914,0.4040508568145384
1.8861859012105302,0.17457781283183896
0.25755039072276437,-0.07444591576616721
-1.9187712152990415,-0.026513875449216878
0.06023020994102644,2.463242112485286
-0.19236096478112252,0.30154734233361247
-0.03471176970524331,-1.168678037619532
1.1428228145150205,0.7519330326867741
0.7910319470430469,-0.9093874547947389
1.4027943109360992,-1.4018510627922809
0.5868570938002703,2.1904556258099785
-0.9905363251306883,-0.5662977296027719
0.09965136508764122,-0.5034756541161992
-1.5506634310661327,0.06856297480602733
-1.0623037137261049,0.4735924306351816
-0.9194242342338032,1.5499344050175394
-0.7832532923362371,-0.3220615162056756
0.8135172173696698,-1.2308643164339552
0.22745993460412942,1.307142754282428
-1.6074832345612275,0.1846338585323042
0.25988279424842353,0.7818228717773104
-1.236950710878082,-1.3204566130842763
0.5219415656168976,0.29698467323318606
0.25049285034587654,0.3464482094969757
-0.6800247215784908,0.23225369716100355
0.29307247329868125,-0.7143514180263678
1.8657745111447566,0.4738329209117875
-1.1913034972026486,0.6565536086338297
-0.9746816702273214,0.787084603742452
1.158595579007404,-0.8206823183517105
0.9633761292443218,0.4127809269364983
0.82206015999449,1.8967929826539474
-0.2453881160028705,-0.7537361643574896
-0.8895144296255233,-0.8158102849654383
-0.0771017094141042,0.3411519748166439
0.27669079933001905,0.8271832490360238
0.01300189187790702,1.4535340771573169
-0.2646568332379561,2.720169166589619
0.6256673477650062,-0.8571575564162826
-1.0708924980611123,0.4824724152431853
-0.2234627853258509,0.714000494092092
0.47323762457354485,-0.07282891265687277
-0.846793718068405,-1.5148472246858646
-0.4465149520670211,0.8563987943234723
0.21409374413020396,-1.245738778711988
0.173180925851182,0.3853173797288368
-0.883857436201133,0.1537251059455279
0.058208718445999896,-1.142970297830623
5.357787360348283,5.560784526368234
6.083051243175277,6.053802052034903
3.622330632042909,4.062174960084877
5.51503526720866,5.513785950912209
5.515047686306048,8.85273149065472
5.570890510693167,6.135565640180599
5.954001763493203,5.651391251305798
4.684730755359654,5.758969220493268
4.227174785462428,4.763181393259991
4.514636452170897,5.081874139386323
7.314658566673509,3.132734807408252
5.686260190374513,3.3872841288103483
4.528068134210566,6.088950596967366
5.064280019095463,3.922255222070694
4.284696290740031,5.679597748934675
4.2696333682828636,5.216458589581975
5.045571839903814,4.348399652394183
7.143944089325325,5.633919022318011
2.974857413342393,5.186454314769428
4.338213535231612,5.852433334796224
4.2074792615673,4.885263558533101
5.504987278980457,5.865755194170122
3.7997035929442236,4.665498764159052
4.5250546888390435,4.346670767426288
6.765454240281096,5.404981710960955
3.7391160456649546,5.917861947054776
7.122156197012633,6.032465260551147
3.4806300340459866,4.5157659271337485
6.2669111491866225,4.292330534381219
5.443819428146228,5.774634053429336
4.073069528421917,4.9404746439382
1.7587326599309274,3.9756123586657104
4.74743184860684,3.7522168180351505
6.632411303931635,3.5698586220393675
4.5599555133030165,5.130740577286091
6.441273289066116,3.5641378488205606
6.16316375215496,5.010233061019587
4.018491348952049,5.46210347426327
5.19905969557347,4.399783122841205
5.069802084990019,4.61468640313824
5.113517345251248,5.6621306745210465
6.586016816145352,3.762184501173151
7.133033374656266,3.047912200477498
4.848214904964417,5.588317206484577
5.2809918677350325,4.377300480179406
4.791877749642725,4.506999065341168
4.410635243055788,5.849602097021025
5.357015485965047,4.307090404739346
5.899599875433251,5.307299520876609
5.81286211883896,5.629628841923612
4.171004989077928,4.439818959803031
5.747293605123262,5.610370265433465
4.979098406035852,5.117327383308782
6.2776648957884245,4.40842861116417
5.547097381170038,4.797807347566106
4.782318796772779,6.09877685198719
5.82541634898803,5.813509636000639
6.305478807154329,5.021003841632759
5.6819529712949635,4.689733243406544
5.324166352488442,4.869856945632315
5.096995964992718,5.595157025436913
4.181779316766527,7.092387275685461
3.993982618500298,3.785811387212268
6.158110873500068,5.791662693962936
5.624119817052155,5.62834550926428
4.987753227153085,4.102745628514168
5.075804558193727,4.322838288487889
5.975119733417751,4.8529426184978615
4.1745028032074885,4.678614158347006
5.412931454275625,4.436275447196025
4.177779604433568,5.243687211491912
5.244966571108723,4.49305682462887
4.528961694381677,5.232049937357636
3.5519156585026757,3.5925362256234448
4.281555778747564,4.786552848288153
5.310907565598004,6.475356216949552
5.85765962320202,4.840061470036573
4.9809837920973115,3.997470635362191
4.98148686400761,4.711341361079862
5.32271856033809,4.172769056447677
5.519346514241172,6.532738913002578
4.891239851543142,5.401711722098941
5.690143991711112,4.5987795281141635
5.224092481810417,5.012592400781795
5.097676098548832,4.226990216144533
5.024510174258943,5.49799829124545
6.451143607795042,5.9592708260852065
7.153182457511557,4.23265243711195
5.872320636720678,5.183342005738352
7.189802933217672,4.191701714644848
4.160278157819224,4.400607354555978
2.876104275690193,4.474244978319239
4.240867338446302,5.150393786476208
5.3417559757771595,6.876170839215886
5.95042383818605,4.423096344337597
4.101585328651642,5.491919171506506
3.6797667929793576,6.831458765854354
6.179440120721287,4.530824347895296
3.2868654709091225,6.353872374165412
4.885460154747382,6.237816311973462
8.405572341205634,9.400624977046228
10.005243699718184,10.046980593764742
9.549934528520756,10.6228499323475
8.932379570617405,9.857620514978706
10.1202956317119,10.51443883405875
10.71161487808889,8.875357908162131
8.465885829264378,11.27767682189851
10.33231401197959,9.251513463443446
11.551151975522522,10.115674634292859
11.179297184063827,10.06751848141011
12.060747924881987,11.755340842443204
9.751035851520927,10.971570950954355
10.645375949585148,11.368631557532348
9.035076539419896,10.686051459998438
11.058424486849589,8.241260513576886
8.816741487334225,7.9607678222399
9.730593165555442,10.717542255795962
11.502357052096029,10.074094780419776
11.628615545571291,8.619898541785108
8.296617560644846,9.94445230110338
10.384065448939307,9.967305251905907
7.932557899960123,9.910879960487211
8.695530499495147,10.669672548830038
10.366598246096848,9.060120213672645
9.486133082663306,8.940786478111049
9.937320902726828,10.955142320501238
9.014273953664457,10.504046515517844
9.46974238162756,9.207127167737656
9.892969640045441,8.964757677580625
9.446350694652818,8.80212210741115
11.964725132916389,10.03526355197173
9.300274492007414,10.213979910734222
9.887671950309171,9.779030400466777
10.614166700043425,10.757507710047305
9.469498852389473,9.42418175935532
9.724948302848356,7.698078835264415
8.484808937801448,11.366874267444524
11.644967713501284,9.750963960443622
10.576556963055767,10.311250154543536
13.078880808455239,11.119574911434576
9.872082408519233,9.044459559399574
8.393553679742428,10.203463635867223
9.243649254715697,8.577746290402326
9.353427115757473,8.918451996385604
11.687141635072564,10.88163975694945
9.992027358683382,11.479944138890026
10.077368307647617,9.138715798671736
11.523124077269657,10.538910043684659
8.962753845673543,9.809661321916392
9.124381746615242,8.617200269035663
10.92617754753164,11.90941664047013
8.601432426180859,10.56296923669057
9.349357430878174,9.512874616235305
9.40760607576113,9.136009230320184
10.048521627944828,9.169049883588961
10.270456825779839,9.949761890550864
9.76105195313359,9.092436337958402
9.423228669431667,10.755391225825756
10.500917187624381,9.022444755201448
10.099332305429225,10.751387123371789
8.33059471887863,10.543360192379936
9.337376241054153,10.57059866859316
9.236740843457483,8.19511789933548
8.372457562116837,10.048084946661382
10.259722501721482,9.095683374895591
10.638592458777374,8.33847993773104
9.933920201352683,8.788983800237544
9.34816389219784,10.047398671316413
9.139586634716048,9.615444455770175
11.00629280921444,9.423108130476852
10.835692112065141,8.870293145342382
10.529804177915283,11.4415686206579
7.528355499872711,9.203104744529524
10.57707212718054,9.796954613957007
10.371145873371308,9.396014813284179
10.0865897874729,9.84432276460792
11.167782061659807,10.254420843301213
10.337602662075202,9.588123033877533
9.512393775927507,9.567441812180379
10.394452142378297,9.579015519179737
10.289774856896413,12.07540079864544
10.871124703431692,9.673976467832158
11.201213922163944,9.591924626978448
7.961875464822146,8.991913689082596
8.129208078974145,9.648486515958691
10.018418379189551,11.676437312275283
10.326927373764162,9.780899471191136
10.829405581183488,7.788864690992115
10.235614558108566,10.770865193886968
8.52141375422016,11.143754043206929
10.338496407494414,9.584712086099199
10.632781866106285,12.270692857804395
10.181866255058495,10.248220586300336
9.540639100459757,9.150155630535208
10.830335816544245,9.143916174091133
10.071566237219393,9.522342553234884
10.478979825746391,10.333662105286948
11.0375399442579,9.489983601145253
9.730125064706629,9.021236284217693
9.555706739923888,10.377300493044853
